Year,Month,tMax,tMin,Air Frost,Rainfall,Sun hours
2022,6,17.8,10.0,0.0,110.2,
2022,7,18.6,12.1,0.0,101.4,
2022,8,19.3,11.6,0.0,92.8,
2022,9,17.8,10.7,0.0,108.8,
2022,10,14.3,9.6,0.0,240.4,
2022,11,11.6,7.0,1.0,233.4,
2022,12,7.2,1.6,12.0,99.6,
2023,1,8.0,3.1,7.0,195.4,
2023,2,9.6,4.7,3.0,116.6,
2023,3,9.4,2.8,9.0,142.2,
2023,4,12.8,5.2,1.0,71.4,
2023,5,16.1,8.8,0.0,26.2,
2023,6,21.5,11.6,0.0,98.0,
2023,7,18.3,11.8,0.0,124.8,
2023,8,19.0,12.2,0.0,129.4,
2023,9,18.2,11.3,0.0,215.2,
2023,10,13.3,8.5,0.0,220.4,
2023,11,9.5,4.3,6.0,98.6,
2023,12,8.6,3.6,7.0,214.6,
2024,1,7.6,1.5,11.0,178.6,
2024,2,8.8,4.3,3.0,204.4,
2024,3,10.2,4.6,0.0,86.6,
2024,4,12.5,5.4,0.0,117.4,
2024,5,17.9,10.2,0.0,49.6,
2024,6,16.2,9.3,0.0,108.4,
2024,7,17.5,10.7,0.0,78.8,
2024,8,16.9,11.7,0.0,254.3,
2024,9,17.0,8.7,0.0,63.8,
2024,10,14.0,8.3,0.0,157.6,
2024,11,10.3,5.6,4.0,92.2,
2024,12,9.2,4.8,3.0,287.4,
2025,1,7.5,2.7,6.0,91.0,
2025,2,8.6,3.5,4.0,144.0,
2025,3,11.3,4.7,4.0,109.6,
2025,4,15.0,6.0,0.0,39.0,
2025,5,17.6,7.1,0.0,94.8,
